Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
3,2012-04-20,434822.13,0,72.05,3.877,225.0689541,6.664
3,2012-04-27,394616.11,0,73.39,3.814,225.1243526,6.664
3,2012-05-04,439913.57,0,79.51,3.749,225.1797511,6.664
3,2012-05-11,431985.36,0,75.19,3.688,225.2351496,6.664
3,2012-05-18,418112.76,0,72.38,3.63,225.2512024,6.664
3,2012-05-25,413701.29,0,78.58,3.561,225.2515168,6.664
3,2012-06-01,432268.53,0,81.55,3.501,225.2518313,6.664
3,2012-06-08,446336.8,0,81.65,3.452,225.2521458,6.664
3,2012-06-15,442074.79,0,84.66,3.393,225.2644795,6.664
3,2012-06-22,419497.95,0,82.7,3.346,225.3068615,6.664
3,2012-06-29,422965.33,0,86.42,3.286,225.3492435,6.664
3,2012-07-06,411206.5,0,83.14,3.227,225.3916254,6.334
3,2012-07-13,416913.1,0,82.28,3.256,225.4340074,6.334
3,2012-07-20,432424.85,0,81.38,3.311,225.4438827,6.334
3,2012-07-27,389427.9,0,84.94,3.407,225.4537579,6.334
3,2012-08-03,419990.29,0,86.55,3.417,225.4636332,6.334
3,2012-08-10,391811.6,0,85.85,3.494,225.4735085,6.334
3,2012-08-17,394918.83,0,87.36,3.571,225.5558664,6.334
3,2012-08-24,412449.67,0,83.01,3.62,225.6925864,6.334
3,2012-08-31,408838.73,0,85.18,3.638,225.8293063,6.334
3,2012-09-07,408229.73,1,84.99,3.73,225.9660263,6.334
3,2012-09-14,407589.16,0,78.36,3.717,226.1122067,6.334
3,2012-09-21,414392.09,0,72.78,3.721,226.3151496,6.334
3,2012-09-28,389813.02,0,77.46,3.666,226.5180926,6.334
3,2012-10-05,443557.65,0,72.74,3.617,226.7210356,6.034
3,2012-10-12,410804.39,0,70.31,3.601,226.9239785,6.034
3,2012-10-19,424513.08,0,73.44,3.594,226.9688442,6.034
3,2012-10-26,405432.7,0,74.66,3.506,226.9873637,6.034
4,2010-02-05,2135143.87,0,43.76,2.598,126.4420645,8.623
4,2010-02-12,2188307.39,1,28.84,2.573,126.4962581,8.623
4,2010-02-19,2049860.26,0,36.45,2.54,126.5262857,8.623
4,2010-02-26,1925728.84,0,41.36,2.59,126.5522857,8.623
4,2010-03-05,1971057.44,0,43.49,2.654,126.5782857,8.623
4,2010-03-12,1894324.09,0,49.63,2.704,126.6042857,8.623
4,2010-03-19,1897429.36,0,55.19,2.743,126.6066452,8.623
4,2010-03-26,1762539.3,0,39.91,2.752,126.6050645,8.623
4,2010-04-02,1979247.12,0,48.77,2.74,126.6034839,7.896
4,2010-04-09,1818452.72,0,54.16,2.773,126.6019032,7.896
4,2010-04-16,1851519.69,0,56.23,2.81,126.5621,7.896
4,2010-04-23,1802677.9,0,56.87,2.805,126.4713333,7.896
4,2010-04-30,1817273.28,0,53.04,2.787,126.3805667,7.896
4,2010-05-07,2000626.14,0,56.77,2.836,126.2898,7.896
4,2010-05-14,1875597.28,0,62.35,2.845,126.2085484,7.896
4,2010-05-21,1903752.6,0,67.4,2.82,126.1843871,7.896
4,2010-05-28,1857533.7,0,67.73,2.756,126.1602258,7.896
4,2010-06-04,1903290.58,0,70.83,2.701,126.1360645,7.896
4,2010-06-11,1870619.23,0,78.45,2.668,126.1119032,7.896
4,2010-06-18,1929736.35,0,81.53,2.635,126.114,7.896
4,2010-06-25,1846651.95,0,81.1,2.654,126.1266,7.896
4,2010-07-02,1881337.21,0,73.66,2.668,126.1392,7.372
4,2010-07-09,1812208.22,0,80.35,2.637,126.1518,7.372
4,2010-07-16,1898427.66,0,78.53,2.621,126.1498065,7.372
4,2010-07-23,1848426.78,0,79.78,2.612,126.1283548,7.372
4,2010-07-30,1796637.61,0,80.7,2.65,126.1069032,7.372
4,2010-08-06,1907638.58,0,76.53,2.64,126.0854516,7.372
4,2010-08-13,2007050.75,0,78.08,2.698,126.064,7.372
4,2010-08-20,1997181.09,0,78.83,2.671,126.0766452,7.372
4,2010-08-27,1848403.92,0,74.44,2.621,126.0892903,7.372
4,2010-09-03,1935857.58,0,76.8,2.584,126.1019355,7.372
4,2010-09-10,1865820.81,1,73.54,2.574,126.1145806,7.372
4,2010-09-17,1899959.61,0,64.91,2.594,126.1454667,7.372
4,2010-09-24,1810684.68,0,60.96,2.642,126.1900333,7.372
4,2010-10-01,1842821.02,0,63.96,2.619,126.2346,7.127
4,2010-10-08,1951494.85,0,67.73,2.645,126.2791667,7.127
4,2010-10-15,1867345.09,0,62.03,2.732,126.3266774,7.127
4,2010-10-22,1927610.06,0,64.17,2.736,126.3815484,7.127
4,2010-10-29,1933333.0,0,56.94,2.718,126.4364194,7.127
4,2010-11-05,2013115.79,0,51.6,2.699,126.4912903,7.127
4,2010-11-12,1999794.26,0,52.65,2.741,126.5461613,7.127
4,2010-11-19,2097809.4,0,48.05,2.78,126.6072,7.127
4,2010-11-26,2789469.45,1,48.08,2.752,126.6692667,7.127
4,2010-12-03,2102530.17,0,46.4,2.727,126.7313333,7.127
4,2010-12-10,2302504.86,0,42.4,2.86,126.7934,7.127
4,2010-12-17,2740057.14,0,46.57,2.884,126.8794839,7.127
4,2010-12-24,3526713.39,0,43.21,2.887,126.9835806,7.127
4,2010-12-31,1794868.74,1,38.09,2.955,127.0876774,7.127
4,2011-01-07,1862476.27,0,39.34,2.98,127.1917742,6.51
4,2011-01-14,1865502.46,0,31.6,2.992,127.3009355,6.51
4,2011-01-21,1886393.94,0,38.34,3.017,127.4404839,6.51
4,2011-01-28,1814240.85,0,40.6,3.022,127.5800323,6.51
4,2011-02-04,2119086.04,0,34.61,2.996,127.7195806,6.51
4,2011-02-11,2187847.29,1,33.29,3.033,127.859129,6.51
4,2011-02-18,2316495.56,0,48.17,3.058,127.99525,6.51
4,2011-02-25,2078094.69,0,49.0,3.087,128.13,6.51
4,2011-03-04,2103455.75,0,46.56,3.305,128.26475,6.51
4,2011-03-11,2039818.41,0,50.93,3.461,128.3995,6.51
4,2011-03-18,2116475.38,0,51.86,3.495,128.5121935,6.51
4,2011-03-25,1944164.32,0,59.1,3.48,128.6160645,6.51
4,2011-04-01,1900246.47,0,56.99,3.521,128.7199355,5.946
4,2011-04-08,2074953.46,0,62.61,3.605,128.8238065,5.946
4,2011-04-15,1960587.76,0,62.34,3.724,128.9107333,5.946
4,2011-04-22,2220600.76,0,68.8,3.781,128.9553,5.946
4,2011-04-29,1878167.44,0,64.22,3.781,128.9998667,5.946
4,2011-05-06,2063682.76,0,63.41,3.866,129.0444333,5.946
4,2011-05-13,2002362.37,0,70.65,3.872,129.089,5.946
4,2011-05-20,2015563.48,0,70.49,3.881,129.0756774,5.946
4,2011-05-27,1986597.95,0,73.65,3.771,129.0623548,5.946
4,2011-06-03,2065377.15,0,78.26,3.683,129.0490323,5.946
4,2011-06-10,2073951.38,0,80.05,3.64,129.0357097,5.946
4,2011-06-17,2141210.62,0,83.51,3.618,129.0432,5.946
4,2011-06-24,2008344.92,0,81.85,3.57,129.0663,5.946
4,2011-07-01,2051533.53,0,84.54,3.504,129.0894,5.644
4,2011-07-08,2066541.86,0,84.59,3.469,129.1125,5.644
4,2011-07-15,2049046.95,0,83.27,3.563,129.1338387,5.644
4,2011-07-22,2036231.39,0,82.84,3.627,129.1507742,5.644
4,2011-07-29,1989674.07,0,84.36,3.659,129.1677097,5.644
4,2011-08-05,2160057.39,0,86.09,3.662,129.1846452,5.644
4,2011-08-12,2105668.74,0,82.98,3.617,129.2015806,5.644
4,2011-08-19,2232892.1,0,82.77,3.55,129.2405806,5.644
4,2011-08-26,1988490.21,0,81.47,3.523,129.2832581,5.644
4,2011-09-02,2078420.31,0,77.99,3.533,129.3259355,5.644
4,2011-09-09,2093139.01,1,73.34,3.554,129.3686129,5.644
4,2011-09-16,2075577.33,0,72.76,3.532,129.4306,5.644
4,2011-09-23,2031406.41,0,69.23,3.473,129.5183333,5.644
4,2011-09-30,1929486.63,0,72.15,3.371,129.6060667,5.644
4,2011-10-07,2166737.65,0,65.79,3.299,129.6938,5.143
4,2011-10-14,2074548.85,0,63.75,3.283,129.7706452,5.143
4,2011-10-21,2207742.13,0,64.79,3.361,129.7821613,5.143
4,2011-10-28,2151659.59,0,55.31,3.362,129.7936774,5.143
4,2011-11-04,2281217.31,0,49.86,3.322,129.8051935,5.143
4,2011-11-11,2203028.96,0,47.12,3.286,129.8167097,5.143
4,2011-11-18,2243946.59,0,50.44,3.294,129.8268333,5.143
4,2011-11-25,3004702.33,1,47.96,3.225,129.8364,5.143
4,2011-12-02,2180999.26,0,38.71,3.176,129.8459667,5.143
4,2011-12-09,2508955.24,0,31.64,3.153,129.8555333,5.143
4,2011-12-16,2771397.17,0,36.44,3.149,129.8980645,5.143
4,2011-12-23,3676388.98,0,35.92,3.103,129.9845484,5.143
4,2011-12-30,2007105.86,1,36.89,3.119,130.0710323,5.143
4,2012-01-06,2047766.07,0,38.64,3.158,130.1575161,4.607
4,2012-01-13,1941676.61,0,34.41,3.263,130.244,4.607
4,2012-01-20,2005097.76,0,42.09,3.273,130.2792258,4.607
4,2012-01-27,1928720.51,0,40.31,3.29,130.3144516,4.607
4,2012-02-03,2173373.91,0,41.81,3.354,130.3496774,4.607
4,2012-02-10,2374660.64,1,33.0,3.411,130.3849032,4.607
4,2012-02-17,2427640.17,0,34.19,3.493,130.4546207,4.607
4,2012-02-24,2226662.17,0,41.31,3.541,130.5502069,4.607
4,2012-03-02,2206319.9,0,50.38,3.619,130.6457931,4.607
4,2012-03-09,2202450.81,0,53.63,3.667,130.7413793,4.607
4,2012-03-16,2214967.44,0,59.81,3.707,130.8261935,4.607
4,2012-03-23,2091592.54,0,59.07,3.759,130.8966452,4.607
4,2012-03-30,2089381.77,0,72.63,3.82,130.9670968,4.607
4,2012-04-06,2470206.13,0,67.69,3.864,131.0375484,4.308
4,2012-04-13,2105301.39,0,68.69,3.881,131.108,4.308
4,2012-04-20,2144336.89,0,68.6,3.864,131.1173333,4.308
4,2012-04-27,2064065.66,0,76.47,3.81,131.1266667,4.308
4,2012-05-04,2196968.33,0,80.14,3.747,131.136,4.308
4,2012-05-11,2127661.17,0,67.64,3.685,131.1453333,4.308
4,2012-05-18,2207214.81,0,68.43,3.62,131.0983226,4.308
4,2012-05-25,2154137.67,0,77.47,3.551,131.0287742,4.308
4,2012-06-01,2179360.94,0,77.41,3.483,130.9592258,4.308
4,2012-06-08,2245257.18,0,78.11,3.433,130.8896774,4.308
4,2012-06-15,2234190.93,0,80.94,3.372,130.8295333,4.308
4,2012-06-22,2197299.65,0,81.63,3.329,130.7929,4.308
4,2012-06-29,2128362.92,0,84.23,3.257,130.7562667,4.308
4,2012-07-06,2224499.28,0,80.37,3.187,130.7196333,4.077
4,2012-07-13,2100252.61,0,76.86,3.224,130.683,4.077
4,2012-07-20,2175563.69,0,79.14,3.263,130.7012903,4.077
4,2012-07-27,2048613.65,0,81.06,3.356,130.7195806,4.077
4,2012-08-03,2174514.13,0,83.86,3.374,130.737871,4.077
4,2012-08-10,2193367.69,0,83.21,3.476,130.7561613,4.077
4,2012-08-17,2283540.3,0,81.41,3.552,130.7909677,4.077
4,2012-08-24,2125241.68,0,75.76,3.61,130.8381613,4.077
4,2012-08-31,2081181.35,0,76.47,3.646,130.8853548,4.077
4,2012-09-07,2125104.72,1,82.09,3.709,130.9325484,4.077
4,2012-09-14,2117854.6,0,68.2,3.706,130.9776667,4.077
4,2012-09-21,2119438.53,0,68.97,3.721,131.0103333,4.077
4,2012-09-28,2027620.23,0,71.74,3.666,131.043,4.077
4,2012-10-05,2209835.43,0,63.07,3.62,131.0756667,3.879
4,2012-10-12,2133026.07,0,57.11,3.603,131.1083333,3.879
4,2012-10-19,2097266.85,0,64.46,3.61,131.1499677,3.879
4,2012-10-26,2149594.46,0,63.64,3.514,131.1930968,3.879
